NXN	ENSG00000167693	219489_s_at
KIAA1045	ENSG00000122733	37566_at,213636_at
MST1	ENSG00000173531	205614_x_at,216320_x_at
SRGAP3	ENSG00000196220	215550_at,209794_at
HNF1A	ENSG00000135100	216930_at,210515_at
KLHL7	ENSG00000122550	220239_at,220238_s_at
STAT5B	ENSG00000173757	212550_at,212549_at
STX12	ENSG00000117758	212112_s_at,212111_at
TCTN3	ENSG00000119977	212123_at,212121_at
ZSCAN12	ENSG00000158691	217098_s_at,206507_at
CASP4	ENSG00000196954	209310_s_at,213596_at
PPAT	ENSG00000128059	209434_s_at,209433_s_at
GTF2H1	ENSG00000110768	202453_s_at,202451_at
TPM4	ENSG00000167460	209344_at,212481_s_at
TTLL3	ENSG00000214021	210129_s_at,203670_at
HMMR	ENSG00000072571	207165_at,209709_s_at
DHRS2	ENSG00000100867	206463_s_at,214079_at
THAP3	ENSG00000041988	217658_at,213192_at
EXT2	ENSG00000151348	202013_s_at,202012_s_at
TNC	ENSG00000041982	201645_at,216005_at
LRRFIP2	ENSG00000093167	220610_s_at,218364_at
FADS3	ENSG00000221968	216080_s_at,204257_at
SYNE1	ENSG00000131018	215350_at,209447_at
INTS5	ENSG00000185085	53968_at,221818_at
TNFAIP1	ENSG00000109079	201207_at,201208_s_at
CYHR1	ENSG00000187954	213681_at,213072_at
ELK3	ENSG00000111145	206127_at,221773_at
IFITM1	ENSG00000185885	201601_x_at,214022_s_at
ATP6V0C	ENSG00000185883	200954_at,36994_at
CSGALNACT2	ENSG00000169826	218871_x_at,222235_s_at
GANAB	ENSG00000089597	211934_x_at,214626_s_at
ZC3H11A	ENSG00000058673	205787_x_at,205788_s_at
CHMP1B	ENSG00000255112	218178_s_at,218177_at
KLHDC3	ENSG00000124702	208784_s_at,214383_x_at
ASTN2	ENSG00000148219	209693_at,215407_s_at
TTC12	ENSG00000149292	219587_at,215598_at
IL16	ENSG00000172349	209827_s_at,209828_s_at
SMC3	ENSG00000108055	209259_s_at,209258_s_at
GIGYF2	ENSG00000204120	212261_at,212260_at
HEY1	ENSG00000164683	218839_at,44783_s_at
TNIP2	ENSG00000168884	218335_x_at,48531_at
TAF1	ENSG00000147133	216711_s_at,216955_at
TBX6	ENSG00000149922	215122_at,207684_at
RASSF4	ENSG00000107551	221578_at,49306_at
UCP2	ENSG00000175567	208998_at,208997_s_at
UCP3	ENSG00000175564	219827_at,207349_s_at
MLLT3	ENSG00000171843	204918_s_at,204917_s_at
CD2BP2	ENSG00000169217	202257_s_at,202256_at
RAB3B	ENSG00000169213	205924_at,205925_s_at
CLCC1	ENSG00000121940	213628_at,207855_s_at
RRP12	ENSG00000052749	216909_at,216360_x_at
CENPI	ENSG00000102384	207590_s_at,214804_at
HDGF	ENSG00000143321	216484_x_at,200896_x_at
TLN2	ENSG00000171914	212701_at,212703_at
EEF2	ENSG00000167658	200094_s_at,204102_s_at
HMG20B	ENSG00000064961	213966_at,209113_s_at
TRAC	ENSG00000229164	209670_at,209671_x_at
ENPP2	ENSG00000136960	210839_s_at,209392_at
CEACAM21	ENSG00000007129	214907_at,216605_s_at
EI24	ENSG00000149547	216396_s_at,208289_s_at
CCR1	ENSG00000163823	205099_s_at,205098_at
RPS4X	ENSG00000198034	200933_x_at,213347_x_at
SUMO2	ENSG00000188612	208739_x_at,213881_x_at
ZBED4	ENSG00000100426	204799_at,214747_at
WNT5A	ENSG00000114251	213425_at,205990_s_at
SLC38A2	ENSG00000134294	220924_s_at,218041_x_at
CDH15	ENSG00000129910	206328_at,206327_s_at
LTK	ENSG00000062524	217184_s_at,207106_s_at
PPAP2A	ENSG00000067113	209147_s_at,210946_at
SIGMAR1	ENSG00000147955	214484_s_at,201692_at
ARAP1	ENSG00000186635	212516_at,34206_at
GRPEL1	ENSG00000109519	212434_at,212432_at
SENP6	ENSG00000112701	202319_at,214790_at
CASR	ENSG00000036828	210577_at,211384_s_at
UGCG	ENSG00000148154	204881_s_at,221765_at
NDUFA5	ENSG00000128609	215850_s_at,201304_at
CYP51A1	ENSG00000001630	216607_s_at,202314_at
ANXA4	ENSG00000196975	201301_s_at,201302_at
RAB6B	ENSG00000154917	221792_at,210127_at
CDK14	ENSG00000058091	211502_s_at,204604_at
WASL	ENSG00000106299	205810_s_at,205809_s_at
KCTD14	ENSG00000151364	58916_at,219545_at
MRPS31	ENSG00000102738	212603_at,212604_at
FEZ2	ENSG00000171055	202305_s_at,210704_at
RFK	ENSG00000135002	203225_s_at,203224_at
SEC24A	ENSG00000113615	212902_at,212900_at
NR2F6	ENSG00000160113	209261_s_at,213354_s_at
LITAF	ENSG00000189067	200706_s_at,200704_at
KRR1	ENSG00000111615	203203_s_at,203202_at
SSTR2	ENSG00000180616	214597_at,217455_s_at
DCTN5	ENSG00000166847	209232_s_at,209231_s_at
GADD45GIP1	ENSG00000179271	212889_x_at,212891_s_at
NPHP4	ENSG00000131697	216344_at,213471_at
RPL24	ENSG00000114391	214143_x_at,200013_at
EXOSC4	ENSG00000178896	58696_at,91684_g_at
RAB5A	ENSG00000144566	206113_s_at,209089_at
SGSH	ENSG00000181523	35626_at,204293_at
ELOVL1	ENSG00000066322	218028_at,57163_at
TCOF1	ENSG00000070814	202385_s_at,202384_s_at
RAB15	ENSG00000139998	221810_at,59697_at
ATP5D	ENSG00000099624	203926_x_at,213041_s_at
E2F1	ENSG00000101412	2028_s_at,204947_at
HS2ST1	ENSG00000153936	203284_s_at,203283_s_at
ADAM10	ENSG00000137845	202603_at,214895_s_at
ALDH4A1	ENSG00000159423	203722_at,211552_s_at
TAPBPL	ENSG00000139192	218747_s_at,218746_at
RBM19	ENSG00000122965	205115_s_at,206019_at
CABIN1	ENSG00000099991	202624_s_at,37652_at
BRCC3	ENSG00000185515	216521_s_at,221196_x_at
VPS13C	ENSG00000129003	220517_at,218396_at
PTGER4	ENSG00000171522	204897_at,204896_s_at
ADAMTS7	ENSG00000136378	220706_at,220705_s_at
ARL6IP5	ENSG00000144746	200760_s_at,200761_s_at
PHF2	ENSG00000197724	207138_at,212726_at
YBX1	ENSG00000065978	208627_s_at,208628_s_at
PPP1R15A	ENSG00000087074	202014_at,37028_at
KAZALD1	ENSG00000107821	221000_s_at,217511_at
PIK3CD	ENSG00000171608	211230_s_at,203879_at
TFIP11	ENSG00000100109	202750_s_at,202751_at
HSPA13	ENSG00000155304	202557_at,202558_s_at
TRIOBP	ENSG00000100106	216210_x_at,202795_x_at
PIK3IP1	ENSG00000100100	221756_at,221757_at
IGKV1-5	ENSG00000243466	211835_at,214768_x_at
PA2G4	ENSG00000170515	208676_s_at,214794_at
HIGD1A	ENSG00000181061	221896_s_at,217845_x_at
PLCB2	ENSG00000137841	210388_at,204046_at
PDCL	ENSG00000136940	204448_s_at,204449_at
SEMA6A	ENSG00000092421	215028_at,220454_s_at
PGLS	ENSG00000130313	218387_s_at,218388_at
ICAM2	ENSG00000108622	213620_s_at,204683_at
PEX5	ENSG00000139197	203244_at,215481_s_at
GIT2	ENSG00000139436	204982_at,209876_at
FEZ1	ENSG00000149557	205973_at,203562_at
CALML4	ENSG00000129007	221879_at,64408_s_at
STAG1	ENSG00000118007	202293_at,202294_at
SPAG6	ENSG00000077327	210032_s_at,210033_s_at
ACTR1A	ENSG00000138107	200721_s_at,200720_s_at
DTNB	ENSG00000138101	215295_at,214253_s_at
RPS14	ENSG00000164587	214245_at,208645_s_at
SHQ1	ENSG00000144736	63009_at,219083_at
TRIM24	ENSG00000122779	213301_x_at,204391_x_at
NUP214	ENSG00000126883	211261_at,202155_s_at
ZNF200	ENSG00000010539	214706_at,207338_s_at
TNFRSF11B	ENSG00000164761	204933_s_at,204932_at
MYO5A	ENSG00000197535	204527_at,217417_at
LETM1	ENSG00000168924	218939_at,222006_at
KDM3B	ENSG00000120733	210878_s_at,201643_x_at
PPP5C	ENSG00000011485	215705_at,201979_s_at
AVPR2	ENSG00000126895	208111_at,208108_s_at
RNASET2	ENSG00000026297	217983_s_at,217984_at
ZNF407	ENSG00000215421	220835_s_at,220836_at
EDEM3	ENSG00000116406	220342_x_at,220926_s_at
BRD8	ENSG00000112983	210352_at,202227_s_at
USE1	ENSG00000053501	221706_s_at,219348_at
PRDM4	ENSG00000110851	218329_at,49485_at
TKTL1	ENSG00000007350	216370_s_at,214183_s_at
CHMP5	ENSG00000086065	219356_s_at,218085_at
HMGN5	ENSG00000198157	221606_s_at,221238_at
SFN	ENSG00000175793	33323_r_at,33322_i_at
STX2	ENSG00000111450	213434_at,207346_at
CSDE1	ENSG00000009307	202646_s_at,219939_s_at
RBM39	ENSG00000131051	208720_s_at,207941_s_at
MTRF1L	ENSG00000112031	215560_x_at,217204_at
UNC45A	ENSG00000140553	207499_x_at,221708_s_at
PTAFR	ENSG00000169403	206278_at,211661_x_at
GNPTAB	ENSG00000111670	212959_s_at,220398_at
FGFR3	ENSG00000068078	204379_s_at,204380_s_at
ZNF839	ENSG00000022976	219086_at,221709_s_at
KPNA3	ENSG00000102753	221503_s_at,221502_at
SCAF4	ENSG00000156304	222310_at,222311_s_at
RPS16	ENSG00000105193	201258_at,213890_x_at
EPB41L4B	ENSG00000095203	220524_at,220161_s_at
CLN8	ENSG00000182372	219341_at,219340_s_at
HLA-DRB6	ENSG00000229391	217362_x_at,217323_at
IZUMO4	ENSG00000099840	215734_at,214296_x_at
HIPK1	ENSG00000163349	212293_at,212291_at
RAB31	ENSG00000168461	217764_s_at,217762_s_at
SERTAD2	ENSG00000179833	202657_s_at,202656_s_at
AK4	ENSG00000162433	204348_s_at,204347_at
CNOT3	ENSG00000088038	211141_s_at,203239_s_at
TSKS	ENSG00000126467	220545_s_at,220544_at
TRIP6	ENSG00000087077	214262_at,209129_at
SPG20	ENSG00000133104	216965_x_at,212526_at
PHF1	ENSG00000112511	40446_at,202928_s_at
EPRS	ENSG00000136628	200841_s_at,200842_s_at
SECISBP2L	ENSG00000138593	212450_at,212451_at
POLR3G	ENSG00000113356	206653_at,206654_s_at
PRKG1	ENSG00000185532	211380_s_at,207119_at
GRN	ENSG00000030582	211284_s_at,216041_x_at
DNAAF1	ENSG00000154099	222068_s_at,215173_at
CD209	ENSG00000090659	207277_at,207278_s_at
E2F4	ENSG00000205250	202248_at,38707_r_at
ARHGAP44	ENSG00000006740	215232_at,205414_s_at
NOL12	ENSG00000256872	222057_at,219324_at
NUDT4	ENSG00000173598	206303_s_at,212183_at
MTMR9	ENSG00000104643	213278_at,204837_at
IFNAR2	ENSG00000159110	204785_x_at,204786_s_at
RIPK2	ENSG00000104312	209545_s_at,209544_at
ECE1	ENSG00000117298	201750_s_at,201749_at
TTF1	ENSG00000125482	204771_s_at,204772_s_at
MLF1	ENSG00000178053	204783_at,204784_s_at
AIMP1	ENSG00000164022	202542_s_at,202541_at
KANK2	ENSG00000197256	221068_at,218418_s_at
TAF1C	ENSG00000103168	203937_s_at,203938_s_at
MAP1LC3B	ENSG00000140941	208785_s_at,208786_s_at
CYP3A7	ENSG00000160870	211843_x_at,205939_at
ATP6V1D	ENSG00000100554	208899_x_at,214923_at
SH2D3A	ENSG00000125731	219513_s_at,222169_x_at
PRUNE	ENSG00000143363	209599_s_at,210988_s_at
LAIR1	ENSG00000167613	210644_s_at,208071_s_at
IDH2	ENSG00000182054	210046_s_at,210045_at
MYO1C	ENSG00000197879	32811_at,214656_x_at
FAM49A	ENSG00000197872	208092_s_at,209683_at
ENOSF1	ENSG00000132199	213645_at,204142_at
CASKIN2	ENSG00000177303	221846_s_at,61297_at
DAPK2	ENSG00000035664	215184_at,206324_s_at
TGFBRAP1	ENSG00000135966	221235_s_at,205210_at
CDKN2C	ENSG00000123080	211792_s_at,204159_at
MPZL2	ENSG00000149573	203780_at,203779_s_at
EPB41L4A	ENSG00000129595	220120_s_at,220119_at
TXNRD2	ENSG00000184470	211177_s_at,210803_at
GYG1	ENSG00000163754	211275_s_at,201554_x_at
MALT1	ENSG00000172175	210017_at,210018_x_at
CENPA	ENSG00000115163	204962_s_at,210821_x_at
CUX1	ENSG00000257923	214743_at,202367_at
TMEM87A	ENSG00000103978	212204_at,212202_s_at
MED21	ENSG00000152944	209363_s_at,209362_at
IQSEC1	ENSG00000144711	203906_at,203907_s_at
IST1	ENSG00000182149	215585_at,200851_s_at
SYT12	ENSG00000173227	215860_at,215865_at
APBA3	ENSG00000011132	215148_s_at,205146_x_at
PTPN1	ENSG00000196396	217689_at,217686_at
LINC00094	ENSG00000235106	203245_s_at,213788_s_at
CEP135	ENSG00000174799	206003_at,207286_at
MAP3K5	ENSG00000197442	203836_s_at,203837_at
POFUT1	ENSG00000101346	212349_at,210433_at
AGPAT1	ENSG00000204310	32836_at,215535_s_at
DDX23	ENSG00000174243	40465_at,201440_at
DARS	ENSG00000115866	201624_at,201623_s_at
LIG3	ENSG00000005156	207348_s_at,204123_at
KIF1A	ENSG00000130294	203849_s_at,203850_s_at
UBE3B	ENSG00000151148	212404_s_at,213822_s_at
PRDX6	ENSG00000117592	200845_s_at,200844_s_at
POLR2E	ENSG00000099817	217854_s_at,213887_s_at
MEGF9	ENSG00000106780	212831_at,212830_at
GOLGA8A	ENSG00000175265	208798_x_at,208797_s_at
AKAP6	ENSG00000151320	205359_at,217669_s_at
HIBCH	ENSG00000198130	203711_s_at,213374_x_at
ZGPAT	ENSG00000197114	221848_at,57539_at
MOCS1	ENSG00000124615	211673_s_at,213181_s_at
KIF22	ENSG00000079616	216969_s_at,202183_s_at
MAFF	ENSG00000185022	36711_at,205193_at
IL8	ENSG00000169429	211506_s_at,202859_x_at
SMAD5	ENSG00000113658	205188_s_at,205187_at
SELPLG	ENSG00000110876	209880_s_at,209879_at
ING4	ENSG00000111653	48825_at,218234_at
SLC22A17	ENSG00000092096	221106_at,218675_at
HEATR6	ENSG00000068097	65493_at,218991_at
FAM162A	ENSG00000114023	220942_x_at,221533_at
TMED7	ENSG00000134970	209404_s_at,214658_at
DYRK1B	ENSG00000105204	217270_s_at,204954_s_at
PFDN5	ENSG00000123349	210908_s_at,207132_x_at
MMP19	ENSG00000123342	204575_s_at,204574_s_at
ZFYVE9	ENSG00000157077	204893_s_at,208446_s_at
AMBP	ENSG00000106927	214425_at,205477_s_at
ATXN2L	ENSG00000168488	201806_s_at,207798_s_at
SH3PXD2A	ENSG00000107957	207661_s_at,213252_at
UBN1	ENSG00000118900	207253_s_at,209088_s_at
UBE2G1	ENSG00000132388	209142_s_at,209141_at
RAB40B	ENSG00000141542	204547_at,217597_x_at
TAB2	ENSG00000055208	212184_s_at,210284_s_at
PLIN2	ENSG00000147872	209122_at,215895_x_at
SKIL	ENSG00000136603	206675_s_at,215889_at
MYO7B	ENSG00000169994	216660_at,216662_at
DHCR7	ENSG00000172893	201790_s_at,201791_s_at
PEX7	ENSG00000112357	211033_s_at,205420_at
GUCY1B3	ENSG00000061918	211555_s_at,203817_at
PAX5	ENSG00000196092	206802_at,221969_at
DNAJC6	ENSG00000116675	204721_s_at,204720_s_at
IDH3A	ENSG00000166411	202070_s_at,202069_s_at
HERC4	ENSG00000148634	208055_s_at,208054_at
TMCO3	ENSG00000150403	220240_s_at,220241_at
TCEB2	ENSG00000103363	213877_x_at,200085_s_at
MAPK8	ENSG00000107643	210477_x_at,210671_x_at
ADA	ENSG00000196839	216705_s_at,204639_at
PGRMC2	ENSG00000164040	201701_s_at,213227_at
ZNF589	ENSG00000164048	210062_s_at,210061_at
LDB1	ENSG00000198728	35160_at,203451_at
RAD54B	ENSG00000197275	219494_at,220549_at
GPATCH4	ENSG00000160818	220596_at,221733_s_at
TLE1	ENSG00000196781	203220_s_at,203222_s_at
SYMPK	ENSG00000125755	32402_s_at,202339_at
CDH2	ENSG00000170558	203441_s_at,203440_at
BACH1	ENSG00000156273	210818_s_at,204194_at
LRBA	ENSG00000198589	214109_at,212692_s_at
CALCRL	ENSG00000064989	210815_s_at,206331_at
ZNF44	ENSG00000197857	215359_x_at,206810_at
HCFC1R1	ENSG00000103145	45714_at,218537_at
PRPF18	ENSG00000165630	221547_at,221546_at
PCYT1B	ENSG00000102230	210456_at,206751_s_at
ATP8A1	ENSG00000124406	210192_at,213106_at
DYNC1LI2	ENSG00000135720	213162_at,203590_at
ZNF473	ENSG00000142528	213124_at,213130_at
SYT11	ENSG00000132718	209197_at,209198_s_at
WSCD1	ENSG00000179314	213157_s_at,213155_at
SLC16A7	ENSG00000118596	210807_s_at,207057_at
HSF2	ENSG00000025156	209657_s_at,211220_s_at
RNF126	ENSG00000070423	215031_x_at,205748_s_at
LRP8	ENSG00000157193	208433_s_at,205282_at
STK11	ENSG00000118046	41657_at,204292_x_at
FABP3	ENSG00000121769	205738_s_at,214285_at
CEACAM6	ENSG00000086548	203757_s_at,211657_at
BCAT1	ENSG00000060982	214390_s_at,214452_at
PEX1	ENSG00000127980	215023_s_at,204873_at
ZNF236	ENSG00000130856	219171_s_at,47571_at
PLEC	ENSG00000178209	216971_s_at,201373_at
SMEK1	ENSG00000100796	220369_at,220368_s_at
CEP104	ENSG00000116198	204075_s_at,204074_s_at
SMC4	ENSG00000113810	215623_x_at,201663_s_at
MID2	ENSG00000080561	209733_at,208384_s_at
TFE3	ENSG00000068323	206649_s_at,212457_at
B4GALT5	ENSG00000158470	221485_at,221484_at
SNRNP70	ENSG00000104852	201221_s_at,213121_at
CLPTM1	ENSG00000104853	211136_s_at,201640_x_at
PLCG1	ENSG00000124181	202789_at,216551_x_at
KIF1C	ENSG00000129250	209244_s_at,209245_s_at
TECPR2	ENSG00000196663	204307_at,204308_s_at
SPOP	ENSG00000121067	208927_at,204640_s_at
MRPS14	ENSG00000120333	203800_s_at,203801_at
CHRNE	ENSG00000108556	207274_at,215916_at
CD52	ENSG00000169442	34210_at,204661_at
ARL2BP	ENSG00000102931	202091_at,202092_s_at
PLLP	ENSG00000102934	204519_s_at,217265_at
ATP5G2	ENSG00000135390	207552_at,208764_s_at
APP	ENSG00000142192	214953_s_at,211277_x_at
DOPEY2	ENSG00000142197	215219_at,205248_at
ST6GALNAC4	ENSG00000136840	221551_x_at,220937_s_at
TMOD1	ENSG00000136842	203662_s_at,203661_s_at
VPS13B	ENSG00000132549	213243_at,220400_at
SETD4	ENSG00000185917	219482_at,213989_x_at
HTRA2	ENSG00000115317	203089_s_at,211152_s_at
MEX3D	ENSG00000181588	222042_x_at,91816_f_at
PIAS4	ENSG00000105229	212881_at,212879_x_at
PRX	ENSG00000105227	220024_s_at,222255_at
OSBPL8	ENSG00000091039	212582_at,212585_at
FAM3A	ENSG00000071889	38043_at,209405_s_at
DGUOK	ENSG00000114956	209549_s_at,203816_at
NXT2	ENSG00000101888	209629_s_at,209628_at
RPS9	ENSG00000170889	214317_x_at,217747_s_at
CDK17	ENSG00000059758	206474_at,221918_at
LARS2	ENSG00000011376	204016_at,34764_at
PAOX	ENSG00000148832	221941_at,50400_at
MAP3K12	ENSG00000139625	205447_s_at,205448_s_at
BTG1	ENSG00000133639	200921_s_at,200920_s_at
ITGA7	ENSG00000135424	216331_at,209663_s_at
PSMD1	ENSG00000173692	201198_s_at,201199_s_at
PHLPP2	ENSG00000040199	214944_at,213407_at
UBAP1	ENSG00000165006	221490_at,46270_at
SIRPB1	ENSG00000101307	206934_at,217240_at
TUBGCP4	ENSG00000137822	211337_s_at,213266_at
SIN3B	ENSG00000127511	39705_at,209352_s_at
MSH3	ENSG00000113318	210947_s_at,205887_x_at
GPD1	ENSG00000167588	213706_at,204997_at
GPC4	ENSG00000076716	204984_at,204983_s_at
TAF9	ENSG00000085231	202168_at,203893_at
LANCL1	ENSG00000115365	202020_s_at,202019_s_at
HCCS	ENSG00000004961	203745_at,203746_s_at
ATP9B	ENSG00000166377	214934_at,214010_s_at
GCLC	ENSG00000001084	202923_s_at,202922_at
TEX261	ENSG00000144043	212084_at,212083_at
APOL2	ENSG00000128335	221013_s_at,221653_x_at
CEP63	ENSG00000182923	219242_at,222151_s_at
LSM12	ENSG00000161654	212532_s_at,212529_at
VAV2	ENSG00000160293	205537_s_at,205536_at
ATRN	ENSG00000088812	212517_at,211852_s_at
AURKA	ENSG00000087586	208079_s_at,208080_at
SEPT2	ENSG00000168385	200778_s_at,200015_s_at
TYRO3	ENSG00000092445	211432_s_at,211431_s_at
ENPP4	ENSG00000001561	204161_s_at,204160_s_at
SH3BGRL	ENSG00000131171	201311_s_at,201312_s_at
PEG3	ENSG00000198300	209243_s_at,209242_at
WBP11	ENSG00000084463	217821_s_at,217822_at
ITFG2	ENSG00000111203	220589_s_at,220590_at
FNTA	ENSG00000168522	200090_at,209471_s_at
UBC	ENSG00000150991	208980_s_at,211296_x_at
FOXG1	ENSG00000176165	207658_s_at,206018_at
CAMSAP2	ENSG00000118200	217196_s_at,212763_at
DHX30	ENSG00000132153	204355_at,212674_s_at
PLXND1	ENSG00000004399	38671_at,212235_at
PDHA1	ENSG00000131828	200979_at,200980_s_at
GGPS1	ENSG00000152904	202322_s_at,202321_at
TACC2	ENSG00000138162	202289_s_at,211382_s_at
POU2F3	ENSG00000137709	207109_at,215355_at
SNCG	ENSG00000173267	208584_at,209877_at
XPNPEP2	ENSG00000122121	206484_s_at,216910_at
CYP2C18	ENSG00000108242	215103_at,208126_s_at
ADD2	ENSG00000075340	206807_s_at,205268_s_at
FTSJ2	ENSG00000122687	218356_at,222130_s_at
CHKA	ENSG00000110721	204233_s_at,204266_s_at
RAPGEF3	ENSG00000079337	215027_at,210051_at
ALCAM	ENSG00000170017	201952_at,201951_at
GATM	ENSG00000171766	203178_at,216733_s_at
ARHGAP1	ENSG00000175220	217153_at,216689_x_at
EFCAB11	ENSG00000140025	214264_s_at,210525_x_at
PTPRC	ENSG00000081237	212587_s_at,212588_at
MRE11A	ENSG00000020922	211334_at,205395_s_at
SETX	ENSG00000107290	201964_at,201965_s_at
PCDH1	ENSG00000156453	203918_at,215277_at
TOX	ENSG00000198846	204530_s_at,204529_s_at
LONP2	ENSG00000102910	221833_at,221834_at
TPM2	ENSG00000198467	204083_s_at,212654_at
ALDH1L1	ENSG00000144908	215798_at,205208_at
KPNA2	ENSG00000182481	201088_at,211762_s_at
ZNF814	ENSG00000204514	60794_f_at,222135_at
TBC1D8	ENSG00000204634	221592_at,204526_s_at
RRAGD	ENSG00000025039	221523_s_at,221524_s_at
GALNT3	ENSG00000115339	203397_s_at,203398_s_at
SLC25A11	ENSG00000108528	209003_at,207088_s_at
NAA40	ENSG00000110583	222369_at,218734_at
LRRC23	ENSG00000010626	206076_at,217609_at
GDI2	ENSG00000057608	200009_at,200008_s_at
TMBIM6	ENSG00000139644	200804_at,200803_s_at
OASL	ENSG00000135114	205660_at,210797_s_at
DNAJA1	ENSG00000086061	200881_s_at,200880_at
POU3F1	ENSG00000185668	210475_at,208345_s_at
GOLIM4	ENSG00000173905	204322_at,204324_s_at
DLX2	ENSG00000115844	215685_s_at,207147_at
SLC25A12	ENSG00000115840	203339_at,203340_s_at
IL1R2	ENSG00000115590	211372_s_at,205403_at
NOP56	ENSG00000101361	200875_s_at,200874_s_at
MAPRE1	ENSG00000101367	200712_s_at,200713_s_at
PLA2R1	ENSG00000153246	210194_at,207415_at
UBE2H	ENSG00000186591	221962_s_at,217799_x_at
PPP2R5D	ENSG00000112640	211159_s_at,202513_s_at
CAPN2	ENSG00000162909	208683_at,214888_at
DYNLRB1	ENSG00000125971	217917_s_at,217918_at
PIK3CB	ENSG00000051382	212688_at,217620_s_at
EIF2S2	ENSG00000125977	208726_s_at,208725_at
NOVA1	ENSG00000139910	207437_at,205794_s_at
SPAST	ENSG00000021574	207724_s_at,209748_at
ANP32E	ENSG00000143401	208103_s_at,221505_at
DGKA	ENSG00000065357	211272_s_at,203385_at
INTS1	ENSG00000164880	212210_at,212212_s_at
IFT27	ENSG00000100360	213784_at,205037_at
KIAA0930	ENSG00000100364	212421_at,217118_s_at
NCF4	ENSG00000100365	205147_x_at,207677_s_at
KTN1	ENSG00000126777	200914_x_at,214709_s_at
CDKAL1	ENSG00000145996	214877_at,220039_s_at
ZMYM2	ENSG00000121741	210282_at,210281_s_at
DUSP7	ENSG00000164086	213848_at,214793_at
SNRNP200	ENSG00000144028	214982_at,200058_s_at
CIAO1	ENSG00000144021	203536_s_at,217501_at
MAPK8IP2	ENSG00000008735	205050_s_at,208603_s_at
CTH	ENSG00000116761	217127_at,206085_s_at
NHP2L1	ENSG00000100138	201077_s_at,201076_at
FAF2	ENSG00000113194	212106_at,212108_at
SYNM	ENSG00000182253	212730_at,214304_x_at
GSS	ENSG00000100983	201415_at,211630_s_at
RBFA	ENSG00000101546	219419_at,215683_at
STC2	ENSG00000113739	203439_s_at,203438_at
F12	ENSG00000131187	215961_at,205774_at
PRPS1	ENSG00000147224	208447_s_at,209440_at
KIAA1467	ENSG00000084444	213234_at,213232_at
ZNF576	ENSG00000124444	219088_s_at,219089_s_at
MDFIC	ENSG00000135272	211675_s_at,217599_s_at
STX3	ENSG00000166900	209238_at,216985_s_at
SLC25A6	ENSG00000169100	212826_s_at,212085_at
PVT1	ENSG00000249859	216240_at,216249_at
DHX15	ENSG00000109606	201386_s_at,201385_at
TCP11L1	ENSG00000176148	205796_at,205797_s_at
RGS3	ENSG00000138835	220300_at,203823_at
GSK3A	ENSG00000105723	202210_x_at,632_at
ALDH1A2	ENSG00000128918	207016_s_at,207015_s_at
ZNF117	ENSG00000152926	207605_x_at,207117_at
SYN2	ENSG00000157152	210247_at,210315_at
TOP1	ENSG00000198900	208900_s_at,208901_s_at
PTPN12	ENSG00000127947	216915_s_at,216884_at
HIP1	ENSG00000127946	205426_s_at,205425_at
SLIT1	ENSG00000187122	208221_s_at,213601_at
TAF1D	ENSG00000166012	218750_at,221580_s_at
CXCR3	ENSG00000186810	207681_at,217119_s_at
UBL3	ENSG00000122042	201535_at,201534_s_at
ABCD4	ENSG00000119688	203981_s_at,203982_s_at
TUBB3	ENSG00000258947	213476_x_at,202154_x_at
TADA2A	ENSG00000108264	210537_s_at,209938_at
SDHD	ENSG00000204370	202026_at,215652_at
EHMT2	ENSG00000204371	202326_at,207484_s_at
DMXL2	ENSG00000104093	215761_at,212820_at
ARHGEF10	ENSG00000104728	215139_at,216620_s_at
IDI1	ENSG00000067064	204615_x_at,208881_x_at
KARS	ENSG00000065427	200079_s_at,200840_at
PREP	ENSG00000085377	37950_at,204117_at
PHF20L1	ENSG00000129292	222133_s_at,219606_at
SYNRG	ENSG00000006114	221937_at,64418_at
SF3A2	ENSG00000104897	37462_i_at,209381_x_at
KAT8	ENSG00000103510	214885_at,221820_s_at
PSD4	ENSG00000125637	203317_at,215923_s_at
MAP2K6	ENSG00000108984	205699_at,205698_s_at
HDDC2	ENSG00000111906	203259_s_at,203260_at
TPD52L1	ENSG00000111907	203786_s_at,210372_s_at
PSMD12	ENSG00000197170	202353_s_at,202352_s_at
TRAF3	ENSG00000131323	221571_at,208315_x_at
